id,date,time,day,city,area,area_type,weather,crime_type,risk_score,risk_level,latitude,longitude,narrative
2409,2023-01-15,18:00,Sunday,Kolkata,Howrah,Commercial,Foggy,Robbery,33.9,Medium,22.6125,88.3328,"A robbery was reported near Howrah, Kolkata — valuables snatched from a pedestrian."
2410,2023-03-17,13:45,Friday,Lucknow,Chowk,Residential,Clear,Robbery,44.9,Medium,26.8263,80.9601,"A chain/bag-snatching robbery was reported on the main road in Chowk, Lucknow."
2411,2023-05-09,21:45,Tuesday,Jaipur,Vaishali Nagar,Commercial,Foggy,Theft,52.0,Medium,26.9661,75.8416,"A theft case was reported in Vaishali Nagar, Jaipur — a two-wheeler was stolen from a parking area."
2412,2024-06-27,17:00,Thursday,Hyderabad,Banjara Hills,Residential,Rainy,Burglary,39.8,Medium,17.3359,78.4617,"A house burglary was reported in a residential complex in Banjara Hills, Hyderabad while occupants were away."
2413,2024-01-14,19:15,Sunday,Bangalore,Indiranagar,Commercial,Foggy,Robbery,52.9,Medium,12.9931,77.601,"A chain/bag-snatching robbery was reported on the main road in Indiranagar, Bangalore."
2414,2023-09-10,08:15,Sunday,Chennai,Anna Nagar,Commercial,Foggy,Robbery,45.3,Medium,13.0681,80.2329,"A chain/bag-snatching robbery was reported on the main road in Anna Nagar, Chennai."
2415,2023-12-06,09:00,Wednesday,Mumbai,Dadar,Residential,Rainy,Theft,53.3,Medium,19.0262,72.9198,"A theft case was reported in Dadar, Mumbai — a two-wheeler was stolen from a parking area."
2416,2024-03-22,19:30,Friday,Hyderabad,Banjara Hills,Residential,Cloudy,Robbery,47.0,Medium,17.3296,78.5051,"A robbery was reported near Banjara Hills, Hyderabad — valuables snatched from a pedestrian."
2417,2024-05-10,03:00,Friday,Lucknow,Mahanagar,Residential,Rainy,Theft,49.3,Medium,26.8568,81.0,"A pickpocketing incident was reported in a crowded market in Mahanagar, Lucknow."
2418,2024-02-04,10:00,Sunday,Lucknow,Aliganj,Commercial,Foggy,Robbery,36.3,Medium,26.8001,80.9375,"A chain/bag-snatching robbery was reported on the main road in Aliganj, Lucknow."
2419,2023-02-24,23:45,Friday,Lucknow,Gomti Nagar,Commercial,Cloudy,Robbery,60.0,Medium,26.7985,80.9522,"An armed robbery incident was reported at a shop in Gomti Nagar, Lucknow."
2420,2023-11-26,14:15,Sunday,Lucknow,Gomti Nagar,Commercial,Foggy,Robbery,41.9,Medium,26.8794,80.9293,"A chain/bag-snatching robbery was reported on the main road in Gomti Nagar, Lucknow."
2421,2024-05-14,00:45,Tuesday,Jaipur,Jagatpura,Commercial,Rainy,Robbery,57.9,Medium,26.9267,75.8148,"An armed robbery incident was reported at a shop in Jagatpura, Jaipur."
2422,2023-09-18,08:30,Monday,Chennai,T Nagar,Commercial,Clear,Others,44.4,Medium,13.0234,80.3038,"A minor altercation/disturbance was reported near an institution in T Nagar, Chennai."
2423,2024-07-27,15:00,Saturday,Jaipur,C Scheme,Residential,Cloudy,Assault,59.4,Medium,26.8939,75.7339,"A physical assault was reported near a public gathering spot in C Scheme, Jaipur."
2424,2024-04-08,12:00,Monday,Jaipur,Bani Park,Residential,Cloudy,Robbery,51.0,Medium,26.8534,75.821,"A robbery was reported near Bani Park, Jaipur — valuables snatched from a pedestrian."
2425,2024-12-02,22:45,Monday,Hyderabad,Kukatpally,Educational,Rainy,Robbery,44.2,Medium,17.4103,78.4442,"An armed robbery incident was reported at a shop in Kukatpally, Hyderabad."
2426,2023-02-15,02:15,Wednesday,Jaipur,Malviya Nagar,Residential,Cloudy,Robbery,62.1,Medium,26.957,75.7649,"A robbery was reported near Malviya Nagar, Jaipur — valuables snatched from a pedestrian."
2427,2024-01-20,01:00,Saturday,Chennai,Guindy,Residential,Rainy,Robbery,60.7,Medium,13.0509,80.2896,"A robbery was reported near Guindy, Chennai — valuables snatched from a pedestrian."
2428,2023-06-27,01:15,Tuesday,Pune,Kothrud,Commercial,Clear,Robbery,45.9,Medium,18.5232,73.8835,"A chain/bag-snatching robbery was reported on the main road in Kothrud, Pune."
2429,2024-03-01,00:15,Friday,Kolkata,Gariahat,Commercial,Clear,Robbery,34.6,Medium,22.6314,88.3925,"A chain/bag-snatching robbery was reported on the main road in Gariahat, Kolkata."
2430,2024-06-06,18:30,Thursday,Bangalore,Yelahanka,Industrial,Foggy,Robbery,42.5,Medium,12.9167,77.577,"A robbery was reported near Yelahanka, Bangalore — valuables snatched from a pedestrian."
2431,2023-02-21,15:00,Tuesday,Hyderabad,Ameerpet,Residential,Foggy,Theft,34.2,Medium,17.3923,78.5313,"A theft case was reported in Ameerpet, Hyderabad — a two-wheeler was stolen from a parking area."
2432,2023-04-17,05:15,Monday,Jaipur,Sanganer,Educational,Foggy,Burglary,41.0,Medium,26.9442,75.8332,"A house burglary was reported in a residential complex in Sanganer, Jaipur while occupants were away."
2433,2024-10-20,09:30,Sunday,Lucknow,Alambagh,Residential,Rainy,Burglary,54.9,Medium,26.8434,80.9602,"Forced entry and burglary was reported at a residence in Alambagh, Lucknow."
2434,2023-04-28,19:15,Friday,Pune,Aundh,Residential,Foggy,Robbery,37.6,Medium,18.5131,73.8848,"A robbery was reported near Aundh, Pune — valuables snatched from a pedestrian."
2435,2023-05-25,13:15,Thursday,Jaipur,Bani Park,Residential,Rainy,Theft,49.6,Medium,26.9006,75.8268,"A pickpocketing incident was reported in a crowded market in Bani Park, Jaipur."
2436,2023-01-26,11:30,Thursday,Jaipur,C Scheme,Residential,Foggy,Theft,48.2,Medium,26.9177,75.8295,"A pickpocketing incident was reported in a crowded market in C Scheme, Jaipur."
2437,2023-06-19,23:15,Monday,Hyderabad,Hitech City,Residential,Cloudy,Burglary,45.0,Medium,17.4164,78.4613,"Forced entry and burglary was reported at a residence in Hitech City, Hyderabad."
2438,2023-11-01,12:45,Wednesday,Mumbai,Kurla,Educational,Cloudy,Assault,53.4,Medium,19.0422,72.8533,"An assault case was reported following an altercation in Kurla, Mumbai."
2439,2024-03-02,03:30,Saturday,Mumbai,Malad,Commercial,Cloudy,Robbery,60.5,Medium,19.0383,72.8791,"A robbery was reported near Malad, Mumbai — valuables snatched from a pedestrian."
2440,2024-06-28,23:45,Friday,Lucknow,Aminabad,Industrial,Cloudy,Theft,65.3,Medium,26.8442,80.9872,"A pickpocketing incident was reported in a crowded market in Aminabad, Lucknow."
2441,2024-07-05,18:45,Friday,Pune,Aundh,Residential,Foggy,Assault,45.6,Medium,18.5265,73.8902,"An assault case was reported following an altercation in Aundh, Pune."
2442,2023-10-12,17:15,Thursday,Bangalore,MG Road,Educational,Foggy,Others,68.6,High,12.9389,77.6221,"A miscellaneous public-nuisance/disturbance case was reported in MG Road, Bangalore."
2443,2023-05-29,22:00,Monday,Pune,Camp,Commercial,Cloudy,Robbery,47.7,Medium,18.5,73.8235,"A robbery was reported near Camp, Pune — valuables snatched from a pedestrian."
2444,2023-02-21,12:15,Tuesday,Bangalore,Jayanagar,Commercial,Clear,Robbery,28.8,Low,12.927,77.5534,"An armed robbery incident was reported at a shop in Jayanagar, Bangalore."
2445,2023-01-21,02:00,Saturday,Mumbai,Borivali,Commercial,Foggy,Theft,58.6,Medium,19.1295,72.8959,"A pickpocketing incident was reported in a crowded market in Borivali, Mumbai."
2446,2024-06-22,19:30,Saturday,Pune,Shivajinagar,Commercial,Foggy,Robbery,52.7,Medium,18.5143,73.8687,"An armed robbery incident was reported at a shop in Shivajinagar, Pune."
2447,2023-04-20,15:00,Thursday,Delhi,Dwarka,Residential,Clear,Burglary,48.4,Medium,28.739,77.161,"Forced entry and burglary was reported at a residence in Dwarka, Delhi."
2448,2024-07-20,19:00,Saturday,Jaipur,Malviya Nagar,Residential,Clear,Burglary,58.7,Medium,26.9282,75.8095,"Forced entry and burglary was reported at a residence in Malviya Nagar, Jaipur."
2449,2023-04-07,13:15,Friday,Kolkata,Gariahat,Commercial,Clear,Robbery,20.0,Low,22.6272,88.4038,"An armed robbery incident was reported at a shop in Gariahat, Kolkata."
2450,2023-04-16,13:30,Sunday,Delhi,Nehru Place,Residential,Foggy,Burglary,68.7,High,28.705,77.0531,"A house burglary was reported in a residential complex in Nehru Place, Delhi while occupants were away."
2451,2024-02-06,16:15,Tuesday,Jaipur,MI Road,Industrial,Clear,Theft,48.4,Medium,26.9512,75.7873,"A pickpocketing incident was reported in a crowded market in MI Road, Jaipur."
2452,2023-07-13,21:15,Thursday,Ahmedabad,Paldi,Residential,Clear,Burglary,55.2,Medium,23.0454,72.562,"A house burglary was reported in a residential complex in Paldi, Ahmedabad while occupants were away."
2453,2024-04-26,19:30,Friday,Chennai,Anna Nagar,Commercial,Rainy,Theft,59.0,Medium,13.0281,80.2934,"A theft case was reported in Anna Nagar, Chennai — a two-wheeler was stolen from a parking area."
2454,2024-11-19,05:30,Tuesday,Chennai,Porur,Commercial,Rainy,Theft,43.4,Medium,13.0831,80.2517,"A pickpocketing incident was reported in a crowded market in Porur, Chennai."
2455,2023-06-06,15:30,Tuesday,Chennai,Anna Nagar,Commercial,Cloudy,Robbery,46.0,Medium,13.132,80.304,"An armed robbery incident was reported at a shop in Anna Nagar, Chennai."
2456,2023-10-06,02:15,Friday,Mumbai,Malad,Commercial,Rainy,Assault,60.9,Medium,19.0915,72.9189,"A physical assault was reported near a public gathering spot in Malad, Mumbai."
2457,2023-07-03,03:15,Monday,Ahmedabad,Chandkheda,Commercial,Cloudy,Robbery,60.4,Medium,23.046,72.5588,"A chain/bag-snatching robbery was reported on the main road in Chandkheda, Ahmedabad."
2458,2024-01-02,08:00,Tuesday,Lucknow,Alambagh,Residential,Cloudy,Burglary,48.0,Medium,26.8249,80.8975,"Forced entry and burglary was reported at a residence in Alambagh, Lucknow."
2459,2024-09-09,07:00,Monday,Chennai,T Nagar,Commercial,Foggy,Robbery,55.6,Medium,13.1111,80.3037,"A chain/bag-snatching robbery was reported on the main road in T Nagar, Chennai."
2460,2024-12-13,21:30,Friday,Bangalore,Hebbal,Educational,Rainy,Burglary,62.2,Medium,12.9674,77.6102,"A house burglary was reported in a residential complex in Hebbal, Bangalore while occupants were away."
2461,2024-12-20,03:45,Friday,Jaipur,Vaishali Nagar,Commercial,Foggy,Assault,67.7,High,26.8918,75.8408,"An assault case was reported following an altercation in Vaishali Nagar, Jaipur."
2462,2024-06-04,02:00,Tuesday,Kolkata,Behala,Educational,Cloudy,Burglary,25.6,Low,22.5357,88.3554,"A house burglary was reported in a residential complex in Behala, Kolkata while occupants were away."
2463,2023-05-04,15:15,Thursday,Ahmedabad,Maninagar,Commercial,Rainy,Theft,65.4,Medium,22.9841,72.5273,"A theft case was reported in Maninagar, Ahmedabad — a two-wheeler was stolen from a parking area."
2464,2023-04-07,22:15,Friday,Delhi,Rohini,Commercial,Clear,Assault,77.6,High,28.6663,77.0707,"A physical assault was reported near a public gathering spot in Rohini, Delhi."
2465,2023-04-07,17:00,Friday,Hyderabad,Hitech City,Residential,Rainy,Theft,38.8,Medium,17.4163,78.493,"A pickpocketing incident was reported in a crowded market in Hitech City, Hyderabad."
2466,2023-06-11,22:30,Sunday,Delhi,Connaught Place,Industrial,Cloudy,Theft,99.1,High,28.645,77.1146,"A pickpocketing incident was reported in a crowded market in Connaught Place, Delhi."
2467,2024-12-19,02:00,Thursday,Kolkata,Esplanade,Commercial,Foggy,Others,38.4,Medium,22.5626,88.3368,"A minor altercation/disturbance was reported near an institution in Esplanade, Kolkata."
2468,2024-05-21,11:15,Tuesday,Mumbai,Kurla,Educational,Clear,Others,58.4,Medium,19.0544,72.9174,"A miscellaneous public-nuisance/disturbance case was reported in Kurla, Mumbai."
2469,2023-04-06,21:00,Thursday,Hyderabad,Madhapur,Industrial,Cloudy,Robbery,36.2,Medium,17.4332,78.5203,"A robbery was reported near Madhapur, Hyderabad — valuables snatched from a pedestrian."
2470,2024-01-28,10:30,Sunday,Chennai,Tambaram,Residential,Cloudy,Burglary,49.9,Medium,13.0438,80.2868,"A house burglary was reported in a residential complex in Tambaram, Chennai while occupants were away."
2471,2024-01-27,22:45,Saturday,Chennai,Porur,Commercial,Foggy,Burglary,64.3,Medium,13.0735,80.2315,"A house burglary was reported in a residential complex in Porur, Chennai while occupants were away."
2472,2023-08-28,07:45,Monday,Lucknow,Chowk,Residential,Clear,Theft,45.0,Medium,26.7946,80.9849,"A theft case was reported in Chowk, Lucknow — a two-wheeler was stolen from a parking area."
2473,2024-09-28,07:30,Saturday,Lucknow,Hazratganj,Residential,Cloudy,Burglary,45.4,Medium,26.8046,80.8865,"Forced entry and burglary was reported at a residence in Hazratganj, Lucknow."
2474,2023-10-04,13:15,Wednesday,Delhi,Saket,Commercial,Cloudy,Theft,61.9,Medium,28.7088,77.0701,"A theft case was reported in Saket, Delhi — a two-wheeler was stolen from a parking area."
2475,2024-04-28,11:00,Sunday,Hyderabad,Banjara Hills,Residential,Foggy,Burglary,33.4,Medium,17.4128,78.4876,"Forced entry and burglary was reported at a residence in Banjara Hills, Hyderabad."
2476,2023-10-19,07:15,Thursday,Hyderabad,Secunderabad,Residential,Foggy,Others,44.7,Medium,17.3915,78.4679,"A minor altercation/disturbance was reported near an institution in Secunderabad, Hyderabad."
2477,2023-12-15,00:30,Friday,Hyderabad,Banjara Hills,Residential,Cloudy,Burglary,52.0,Medium,17.401,78.539,"Forced entry and burglary was reported at a residence in Banjara Hills, Hyderabad."
2478,2024-05-06,20:00,Monday,Lucknow,Alambagh,Residential,Cloudy,Burglary,52.6,Medium,26.8593,81.0014,"Forced entry and burglary was reported at a residence in Alambagh, Lucknow."
2479,2023-11-27,19:00,Monday,Pune,Kothrud,Commercial,Foggy,Robbery,36.7,Medium,18.5153,73.893,"A chain/bag-snatching robbery was reported on the main road in Kothrud, Pune."
2480,2023-02-08,18:30,Wednesday,Chennai,T Nagar,Commercial,Rainy,Robbery,58.2,Medium,13.0773,80.3228,"An armed robbery incident was reported at a shop in T Nagar, Chennai."
2481,2024-11-13,12:45,Wednesday,Lucknow,Aminabad,Industrial,Foggy,Theft,45.0,Medium,26.8562,80.941,"A pickpocketing incident was reported in a crowded market in Aminabad, Lucknow."
2482,2024-12-18,20:00,Wednesday,Mumbai,Malad,Commercial,Foggy,Robbery,52.6,Medium,19.0473,72.8705,"A robbery was reported near Malad, Mumbai — valuables snatched from a pedestrian."
2483,2023-08-09,16:30,Wednesday,Mumbai,Andheri,Residential,Foggy,Burglary,46.4,Medium,19.1155,72.868,"Forced entry and burglary was reported at a residence in Andheri, Mumbai."
2484,2023-03-20,17:45,Monday,Bangalore,Electronic City,Commercial,Clear,Robbery,50.3,Medium,12.9911,77.5659,"A chain/bag-snatching robbery was reported on the main road in Electronic City, Bangalore."
2485,2023-10-18,22:15,Wednesday,Delhi,Saket,Commercial,Rainy,Robbery,78.7,High,28.6963,77.1046,"A robbery was reported near Saket, Delhi — valuables snatched from a pedestrian."
2486,2023-01-18,20:30,Wednesday,Hyderabad,Madhapur,Industrial,Foggy,Theft,37.7,Medium,17.4199,78.4542,"A pickpocketing incident was reported in a crowded market in Madhapur, Hyderabad."
2487,2023-05-19,22:30,Friday,Hyderabad,Hitech City,Residential,Cloudy,Burglary,49.1,Medium,17.3816,78.5111,"A house burglary was reported in a residential complex in Hitech City, Hyderabad while occupants were away."
2488,2023-05-08,09:00,Monday,Pune,Shivajinagar,Commercial,Cloudy,Others,33.8,Medium,18.5423,73.8256,"A minor altercation/disturbance was reported near an institution in Shivajinagar, Pune."
2489,2023-06-26,12:30,Monday,Ahmedabad,Chandkheda,Commercial,Clear,Theft,47.5,Medium,22.9924,72.589,"A shop reported theft of goods overnight in Chandkheda, Ahmedabad."
2490,2024-07-26,01:45,Friday,Chennai,Mylapore,Commercial,Cloudy,Robbery,55.4,Medium,13.025,80.3115,"A robbery was reported near Mylapore, Chennai — valuables snatched from a pedestrian."
2491,2024-03-25,17:45,Monday,Mumbai,Bandra,Residential,Rainy,Burglary,47.6,Medium,19.0938,72.8179,"Forced entry and burglary was reported at a residence in Bandra, Mumbai."
2492,2023-05-31,22:45,Wednesday,Jaipur,Sanganer,Educational,Foggy,Assault,62.3,Medium,26.9094,75.8343,"A physical assault was reported near a public gathering spot in Sanganer, Jaipur."
2493,2023-05-31,01:15,Wednesday,Pune,Aundh,Residential,Foggy,Burglary,35.8,Medium,18.4942,73.8722,"Forced entry and burglary was reported at a residence in Aundh, Pune."
2494,2023-09-08,07:00,Friday,Kolkata,Behala,Educational,Clear,Assault,26.2,Low,22.5393,88.3567,"A physical assault was reported near a public gathering spot in Behala, Kolkata."
2495,2023-02-18,14:15,Saturday,Mumbai,Malad,Commercial,Clear,Robbery,50.7,Medium,19.12,72.873,"An armed robbery incident was reported at a shop in Malad, Mumbai."
2496,2023-05-20,12:15,Saturday,Delhi,Nehru Place,Residential,Foggy,Assault,75.4,High,28.649,77.1162,"A physical assault was reported near a public gathering spot in Nehru Place, Delhi."
2497,2024-05-22,11:30,Wednesday,Ahmedabad,Bapunagar,Residential,Rainy,Others,62.9,Medium,23.0632,72.5969,"A miscellaneous public-nuisance/disturbance case was reported in Bapunagar, Ahmedabad."
2498,2023-07-14,14:45,Friday,Lucknow,Chowk,Residential,Rainy,Burglary,57.6,Medium,26.9022,80.9803,"Forced entry and burglary was reported at a residence in Chowk, Lucknow."
2499,2024-03-05,17:45,Tuesday,Kolkata,Dum Dum,Commercial,Rainy,Assault,23.5,Low,22.5153,88.4079,"A physical assault was reported near a public gathering spot in Dum Dum, Kolkata."
2500,2023-03-24,09:45,Friday,Ahmedabad,Paldi,Residential,Rainy,Theft,51.2,Medium,23.0006,72.5679,"A theft case was reported in Paldi, Ahmedabad — a two-wheeler was stolen from a parking area."
2501,2024-09-28,18:00,Saturday,Chennai,T Nagar,Commercial,Clear,Robbery,66.3,High,13.1248,80.2993,"An armed robbery incident was reported at a shop in T Nagar, Chennai."
2502,2024-01-01,23:15,Monday,Pune,Aundh,Residential,Cloudy,Burglary,43.1,Medium,18.5016,73.8597,"Forced entry and burglary was reported at a residence in Aundh, Pune."
2503,2023-09-09,10:15,Saturday,Kolkata,Esplanade,Commercial,Cloudy,Robbery,36.1,Medium,22.562,88.422,"A chain/bag-snatching robbery was reported on the main road in Esplanade, Kolkata."
2504,2023-09-24,14:00,Sunday,Bangalore,MG Road,Educational,Clear,Others,50.0,Medium,13.0094,77.6048,"A minor altercation/disturbance was reported near an institution in MG Road, Bangalore."
2505,2023-03-22,19:45,Wednesday,Kolkata,Salt Lake,Residential,Rainy,Robbery,35.3,Medium,22.5248,88.4103,"A chain/bag-snatching robbery was reported on the main road in Salt Lake, Kolkata."
